Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,processed_description,exercise_type,muscle_group,equipment,difficulty,key_fitness_terms
1851,TBS High-Bar Back Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,,barbell back squat popular compound movement emphasizes building lower body muscle groups overall strength classic way start leg day worthy centerpiece lower body training program squat competitive lift sport powerlifting also classic measurement lower body strength barbell racked traps upper back emphasis placed posterior chain entire body gets worked back squat trained everything heavy singles sets 20 reps higher,Strength,Quadriceps,Barbell,Intermediate,"['barbell', 'squat', 'popular', 'movement', 'building', 'lower', 'body', 'muscle', 'strength', 'classic', 'leg', 'lower', 'body', 'training', 'squat', 'classic', 'lower', 'body', 'strength', 'barbell', 'upper', 'body', 'squat', 'reps', 'higher']"
1852,TBS Barbell Front Squat,"The barbell front squat is a compound movement that emphasizes building the lower-body muscle groups. With the barbell racked in front of the body on the anterior delts, the front squat emphasizes the quads and glutes, but also upper back and core strength to remain upright. Front squats can be trained as an alternative to back squats, as an accessory movement for either squats or deadlifts, or for strength and muscle on their own. Many lifters and athletes prefer them to back squats, although they can be uncomfortable and difficult to learn at first.",Strength,Quadriceps,Barbell,Intermediate,,,barbell front squat compound movement emphasizes building lower body muscle groups barbell racked front body anterior delts front squat emphasizes quads glutes also upper back core strength remain upright front squats trained alternative back squats accessory movement either squats deadlifts strength muscle many lifters athletes prefer back squats although uncomfortable difficult learn first,Strength,Quadriceps,Barbell,Intermediate,"['barbell', 'front', 'squat', 'movement', 'building', 'lower', 'body', 'muscle', 'barbell', 'front', 'body', 'front', 'squat', 'quads', 'glutes', 'upper', 'core', 'strength', 'front', 'movement', 'strength', 'muscle', 'many']"
1853,Squat - Gethin Variation,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,,barbell back squat popular compound movement emphasizes building lower body muscle groups overall strength classic way start leg day worthy centerpiece lower body training program squat competitive lift sport powerlifting also classic measurement lower body strength barbell racked traps upper back emphasis placed posterior chain entire body gets worked back squat trained everything heavy singles sets 20 reps higher,Strength,Quadriceps,Barbell,Intermediate,"['barbell', 'squat', 'popular', 'movement', 'building', 'lower', 'body', 'muscle', 'strength', 'classic', 'leg', 'lower', 'body', 'training', 'squat', 'classic', 'lower', 'body', 'strength', 'barbell', 'upper', 'body', 'squat', 'reps', 'higher']"
1854,Front-To-Back Barbell Squat,,Strength,Quadriceps,Barbell,Intermediate,,,,Strength,Quadriceps,Barbell,Intermediate,[]
1855,Barbell Lunge - Gethin Variation,"The barbell forward lunge is a popular lower-body exercise targeting the quads, glutes, and hamstrings. Using a barbell allows you to overload the exercise beyond body weight and perform the movement in strength or muscle-focused rep ranges. The forward lunge can be performed as part of a barbell complex, in a circuit, or on its own in the lower-body portion of any workout.",Strength,Quadriceps,Barbell,Intermediate,,,barbell forward lunge popular lower body exercise targeting quads glutes hamstrings using barbell allows overload exercise beyond body weight perform movement strength muscle focused rep ranges forward lunge performed part barbell complex circuit lower body portion workout,Strength,Quadriceps,Barbell,Intermediate,"['barbell', 'lunge', 'popular', 'lower', 'body', 'exercise', 'targeting', 'quads', 'glutes', 'hamstrings', 'using', 'barbell', 'exercise', 'body', 'weight', 'movement', 'strength', 'muscle', 'focused', 'rep', 'ranges', 'lunge', 'performed', 'part', 'barbell', 'circuit', 'lower', 'body', 'portion', 'workout']"
1856,Rack Deadlift - Gethin Variation,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can e used to strengthen deadlift lockout, but also as a deadlift alternative for people who can’t deadlift from the floor without pain.",Strength,Quadriceps,Barbell,Intermediate,,,rack pull variation deadlift performed elevated height either using boxes safety pins safeties squat rack targets muscles deadlift including glutes hamstrings upper back lower back grip e used strengthen deadlift lockout also deadlift alternative people deadlift floor without pain,Strength,Quadriceps,Barbell,Intermediate,"['pull', 'variation', 'deadlift', 'performed', 'using', 'squat', 'targets', 'muscles', 'deadlift', 'including', 'glutes', 'hamstrings', 'upper', 'lower', 'grip', 'used', 'deadlift', 'deadlift', 'deadlift', 'floor']"
1857,Barbell Squat - Gethin Variation,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,,barbell back squat popular compound movement emphasizes building lower body muscle groups overall strength classic way start leg day worthy centerpiece lower body training program squat competitive lift sport powerlifting also classic measurement lower body strength barbell racked traps upper back emphasis placed posterior chain entire body gets worked back squat trained everything heavy singles sets 20 reps higher,Strength,Quadriceps,Barbell,Intermediate,"['barbell', 'squat', 'popular', 'movement', 'building', 'lower', 'body', 'muscle', 'strength', 'classic', 'leg', 'lower', 'body', 'training', 'squat', 'classic', 'lower', 'body', 'strength', 'barbell', 'upper', 'body', 'squat', 'reps', 'higher']"
1858,Barbell Good Morning - Gethin Variation,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Strength,Quadriceps,Barbell,Intermediate,,,barbell good morning exercise targets glute hamstring lower back development often trained accessory movement deadlift also value sometimes performed reps traditional strength focused rep ranges 5 8 reps per set due risk posed lower back rarely treated max effort single rep lift,Strength,Quadriceps,Barbell,Intermediate,"['barbell', 'exercise', 'targets', 'lower', 'movement', 'deadlift', 'performed', 'reps', 'traditional', 'strength', 'focused', 'rep', 'ranges', 'reps', 'set', 'lower', 'single', 'rep']"
1859,AM Barbell Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,,barbell back squat popular compound movement emphasizes building lower body muscle groups overall strength classic way start leg day worthy centerpiece lower body training program squat competitive lift sport powerlifting also classic measurement lower body strength barbell racked traps upper back emphasis placed posterior chain entire body gets worked back squat trained everything heavy singles sets 20 reps higher,Strength,Quadriceps,Barbell,Intermediate,"['barbell', 'squat', 'popular', 'movement', 'building', 'lower', 'body', 'muscle', 'strength', 'classic', 'leg', 'lower', 'body', 'training', 'squat', 'classic', 'lower', 'body', 'strength', 'barbell', 'upper', 'body', 'squat', 'reps', 'higher']"
1860,Plyometric Power Clean,,Strength,Quadriceps,Barbell,Intermediate,,,,Strength,Quadriceps,Barbell,Intermediate,[]
1861,Banded Split Jerk,,Strength,Quadriceps,Barbell,Intermediate,,,,Strength,Quadriceps,Barbell,Intermediate,[]
1862,UP Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,,,barbell back squat popular compound movement emphasizes building lower body muscle groups overall strength classic way start leg day worthy centerpiece lower body training program squat competitive lift sport powerlifting also classic measurement lower body strength barbell racked traps upper back emphasis placed posterior chain entire body gets worked back squat trained everything heavy singles sets 20 reps higher,Strength,Quadriceps,Barbell,Intermediate,"['barbell', 'squat', 'popular', 'movement', 'building', 'lower', 'body', 'muscle', 'strength', 'classic', 'leg', 'lower', 'body', 'training', 'squat', 'classic', 'lower', 'body', 'strength', 'barbell', 'upper', 'body', 'squat', 'reps', 'higher']"
